instance,output,time
metitarski/atan-problem-2-sqrt-weakT2.smt2,timeout,1000
bmc/WBS_blue_faulty_arch4_03_p0.transcendental.k2.smt2,unsat,10.89
bmc/stable_limit_cycle2.transcendental.k4.smt2,timeout,1000
bmc/heater_06.transcendental.k5.smt2,timeout,1000
bmc/strogatz_ex_6_6_1_reversible_system.transcendental.k2.smt2,sat (delta),0.02
metitarski/log-upper-6.smt2,unsat,0.01
bmc/nav_16.transcendental.k0.smt2,unsat,0.01
dreal-conv/flyspeck/282.smt2,timeout,1000
metitarski/Chua-2-VC2-L.smt2,unsat,0.03
dreal-conv/flyspeck/755.smt2,timeout,1000
dreal-conv/flyspeck/781.smt2,timeout,1000
bmc/liu_zhan_zhao_emsoft11_ex_25.transcendental.k2.smt2,sat (delta),0.16
bmc/heater_09.transcendental.k5.smt2,timeout,1000
metitarski/sin-index-3-weak.smt2,unsat,0.01
bmc/arrowsmith_and_place_fig_3_8_page_82.transcendental.k5.smt2,"error: yices_smt2: /build/libpoly0-udZsPE/libpoly0-2.0/src/utils/assignment.c:125: lp_assignment_get_value_approx: Assertion `lp_assignment_get_value(m, x)->type != LP_VALUE_NONE' failed. :: Command exited with non-zero status 21 :: 0.10",0.1
dreal-conv/flyspeck/6.smt2,timeout,1000
bmc/heater_07.transcendental.k1.smt2,unsat,0.05
dreal-conv/flyspeck/350.smt2,timeout,1000
dreal-conv/flyspeck/744.smt2,timeout,1000
dreal-conv/flyspeck/363.smt2,timeout,1000
dreal-conv/flyspeck/414.smt2,timeout,1000
dreal-conv/flyspeck/412.smt2,timeout,1000
dreal-conv/flyspeck/305.smt2,timeout,1000
bmc/wiggins_ex_17_1_2.transcendental.k5.smt2,sat,0.02
bmc/mirko_example_02.k5.smt2,unsat,1.05
metitarski/polypaver-bench-sqrt-3d.smt2,unsat,0.04
bmc/fitzhugh_nagumo_ben_sassi_girard_2.transcendental.k10.smt2,sat (delta),0.08
dreal-conv/flyspeck/252.smt2,timeout,1000
metitarski/sin-3426-4a-weak.smt2,timeout,1000
dreal-conv/flyspeck/457.smt2,timeout,1000
bmc/arrowsmith_and_place_fig_1_31_page_14.transcendental.k10.smt2,unsat,0.14
metitarski/CONVOI2.smt2,timeout,1000
bmc/forsman_phd_ex_6_1_page_99.transcendental.k3.smt2,unsat,0.09
metitarski/sqrt-cos-problem-1.smt2,unsat,0.35
bmc/unstable_unit_circle1.transcendental.k2.smt2,unsat,0.23
dreal-conv/flyspeck/696.smt2,timeout,1000
dreal-conv/tests/osmosis-hockey-ML4-d10.smt2,timeout,1000
metitarski/exp-error-analysis-6.smt2,sat (delta),0.03
dreal-conv/flyspeck/295.smt2,timeout,1000
bmc/heater_12.transcendental.k1.smt2,unsat,0.04
metitarski/atan-vega-3.smt2,timeout,1000
dreal-conv/flyspeck/732.smt2,timeout,1000
bmc/WBS_blue_faulty_arch2_01_p1.transcendental.k10.smt2,error: Command exited with non-zero status 1 :: 2.39,2.39
metitarski/ArthanKM2.smt2,timeout,1000
dreal-conv/flyspeck/307.smt2,timeout,1000
dreal-conv/flyspeck/437.smt2,timeout,1000
dreal-conv/flyspeck/213.smt2,timeout,1000
dreal-conv/flyspeck/280.smt2,timeout,1000
bmc/nav_21.transcendental.k1.smt2,unsat,0.01
dreal-conv/flyspeck/310.smt2,timeout,1000
bmc/heater_12.transcendental.k2.smt2,unsat,0.53
metitarski/exp-upper-6.smt2,unsat,0.01
dreal-conv/flyspeck/319.smt2,timeout,1000
metitarski/asin-8-sqrt1.smt2,unsat,0.15
metitarski/sin-cos-2var1.smt2,timeout,1000
bmc/bhatia_szego_ex_2_4_page_68.transcendental.k10.smt2,timeout,1000
metitarski/trigpoly-3512-2.smt2,unsat,0.09
metitarski/sqrt-problem-11.smt2,unsat,0.01
bmc/nav_03.transcendental.k0.smt2,unsat,0.01
dreal-conv/flyspeck/111.smt2,timeout,1000
dreal-conv/flyspeck/247.smt2,timeout,1000
bmc/nav_07.transcendental.k1.smt2,unsat,0.02
metitarski/atan-vega-1-weak.smt2,sat (delta),10.78
dreal-conv/flyspeck/486.smt2,timeout,1000
dreal-conv/flyspeck/347.smt2,timeout,1000
bmc/fitzhugh_nagumo_ben_sassi_girard_2.transcendental.k2.smt2,sat (delta),0.03
dreal-conv/flyspeck/342.smt2,timeout,1000
bmc/nav_11.transcendental.k10.smt2,error: yices_smt2: /build/libpoly0-udZsPE/libpoly0-2.0/src/polynomial/coefficient.c:3054: coefficient_resolve_algebraic: Assertion `coefficient_is_univariate(A_alg)' failed. :: Command exited with non-zero status 21 :: 79.43,79.43
dreal-conv/flyspeck/230.smt2,timeout,1000
metitarski/exp-lower-9.smt2,sat (delta),17.57
bmc/strogatz_ex_6_6_1_reversible_system.transcendental.k1.smt2,unsat,0.01
dreal-conv/flyspeck/564.smt2,timeout,1000
metitarski/sin-error-analysis-4.smt2,sat (delta),0.02
bmc/WBS_blue_faulty_arch2_01_p1.transcendental.k1.smt2,error: Command exited with non-zero status 1 :: 0.05,0.05
dreal-conv/flyspeck/416.smt2,timeout,1000
bmc/sat_01.transcendental.k2.smt2,unsat,0.04
bmc/heater_05.transcendental.k1.smt2,unsat,0.03
bmc/van_der_pol_fourth_quadrant.transcendental.k1.smt2,sat (delta),0.02
bmc/heater_15.transcendental.k4.smt2,unsat,2.92
bmc/nav_02.transcendental.k1.smt2,unsat,0.02
bmc/wiggins_ex_18_7_3_n.transcendental.k10.smt2,timeout,1000
bmc/arrowsmith_and_place_fig_1_31_page_14.transcendental.k0.smt2,unsat,0.01
bmc/heater_04.transcendental.k4.smt2,timeout,1000
bmc/WBS_blue_faulty_arch4_02_p0.transcendental.k1.smt2,unsat,15.27
dreal-conv/flyspeck/201.smt2,timeout,1000
dreal-conv/tests/kinematic_misc_12.smt2,sat (delta),0.05
dreal-conv/flyspeck/353.smt2,timeout,1000
dreal-conv/flyspeck/624.smt2,timeout,1000
metitarski/log-lower-3.smt2,unsat,0.01
metitarski/NAVIGATION-2.smt2,unsat,0.02
metitarski/sin-cos-2var6.smt2,timeout,1000
dreal-conv/flyspeck/138.smt2,timeout,1000
bmc/nav_19.transcendental.k2.smt2,unsat,0.02
metitarski/log-upper-21-sqrt-weak2.smt2,unsat,0.03
bmc/sat_02.transcendental.k4.smt2,unsat,0.22
metitarski/ground-problem-3.smt2,unsat,0.01
metitarski/sqrt-problem-Melquiond.smt2,unsat,0.02
bmc/fitzhugh_nagumo_ben_sassi_girard_2.transcendental.k0.smt2,unsat,0.01
dreal-conv/flyspeck/33.smt2,timeout,1000
bmc/arrowsmith_and_place_fig_1_32_page_14.transcendental.k10.smt2,error: yices_smt2: /build/libpoly0-udZsPE/libpoly0-2.0/src/polynomial/coefficient.c:3054: coefficient_resolve_algebraic: Assertion `coefficient_is_univariate(A_alg)' failed. :: Command exited with non-zero status 21 :: 0.92,0.92
metitarski/sin-cos-problem-1.smt2,unsat,0.14
metitarski/log-problem-2-weak.smt2,unsat,0.02
dreal-conv/flyspeck/593.smt2,timeout,1000
bmc/dumortier_llibre_artes_ex_5_13.transcendental.k4.smt2,sat (delta),0.02
dreal-conv/flyspeck/51.smt2,timeout,1000
dreal-conv/tests/osmosis-hockey-ML5.smt2,sat (delta),0.93
bmc/nav_19.transcendental.k4.smt2,unsat,0.03
metitarski/sin-3426-2b.smt2,unsat,31.81
dreal-conv/flyspeck/112.smt2,timeout,1000
metitarski/Chua-2-IL-U.smt2,unsat,1.66
dreal-conv/tests/kinematic_misc_26.smt2,sat (delta),0.04
dreal-conv/flyspeck/249.smt2,timeout,1000
dreal-conv/flyspeck/188.smt2,timeout,1000
metitarski/log-3615.smt2,unsat,0.02
dreal-conv/flyspeck/704.smt2,timeout,1000
bmc/nav_21.transcendental.k3.smt2,unsat,0.02
bmc/nav_13.transcendental.k0.smt2,unsat,0.01
dreal-conv/flyspeck/588.smt2,timeout,1000
metitarski/log-upper-8.smt2,unsat,0.01
metitarski/sin-problem-8-weak.smt2,unsat,0.06
bmc/arrowsmith_and_place_fig_1_35_page_17.transcendental.k5.smt2,timeout,1000
metitarski/exp-problem-10.smt2,unsat,4.84
metitarski/trigpoly-356-6a.smt2,timeout,1000
bmc/WBS_blue_faulty_arch2_03_p0.transcendental.k0.smt2,unsat,0.09
metitarski/sin-problem-7.smt2,sat (delta),6.76
bmc/nav_02.transcendental.k3.smt2,unsat,0.03
dreal-conv/flyspeck/349.smt2,timeout,1000
dreal-conv/tests/kinematic_misc_24.smt2,timeout,1000
metitarski/log-lower-17-sqrt.smt2,unsat,0.03
bmc/heater_15.transcendental.k10.smt2,timeout,1000
bmc/nav_08.transcendental.k0.smt2,unsat,0.01
dreal-conv/flyspeck/747.smt2,timeout,1000
dreal-conv/flyspeck/538.smt2,timeout,1000
bmc/dumortier_llibre_artes_ex_10_15_i.transcendental.k4.smt2,timeout,1000
dreal-conv/flyspeck/646.smt2,timeout,1000
metitarski/trigpoly-356-5a.smt2,timeout,1000
bmc/ben_sassi_girard_20104_moore_greitzer_jet.transcendental.k5.smt2,error: yices_smt2: /build/libpoly0-udZsPE/libpoly0-2.0/src/polynomial/coefficient.c:3054: coefficient_resolve_algebraic: Assertion `coefficient_is_univariate(A_alg)' failed. :: Command exited with non-zero status 21 :: 0.33,0.33
dreal-conv/flyspeck/266.smt2,timeout,1000
metitarski/log-fun-ineq-fneg2.smt2,unsat,0.03
dreal-conv/flyspeck/286.smt2,timeout,1000
metitarski/abs-problem-5-sqrt-weak.smt2,unsat,0.03
bmc/keymaera_nonlinear_diffcut.transcendental.k2.smt2,sat (delta),0.02
metitarski/sqrt-1mcosq-3.smt2,unsat,0.06
bmc/heater_11.transcendental.k5.smt2,timeout,1000
dreal-conv/flyspeck/309.smt2,timeout,1000
dreal-conv/flyspeck/19.smt2,timeout,1000
metitarski/sin-3426-3a-weak.smt2,timeout,1000
dreal-conv/flyspeck/591.smt2,timeout,1000
dreal-conv/flyspeck/157.smt2,timeout,1000
dreal-conv/flyspeck/896.smt2,timeout,1000
dreal-conv/flyspeck/888.smt2,timeout,1000
dreal-conv/flyspeck/17.smt2,timeout,1000
bmc/nav_03.transcendental.k2.smt2,unsat,0.02
dreal-conv/flyspeck/852.smt2,timeout,1000
dreal-conv/flyspeck/885.smt2,timeout,1000
dreal-conv/tests/kinematic_arm_1DOF_3.smt2,unsat,0.02
metitarski/trigpoly-355-5.smt2,error: Command exited with non-zero status 1 :: 2.76,2.76
bmc/nav_10.transcendental.k3.smt2,unsat,0.02
dreal-conv/flyspeck/707.smt2,timeout,1000
dreal-conv/flyspeck/355.smt2,timeout,1000
bmc/prajna_phd_thesis_2_4_1_page_31.transcendental.k2.smt2,sat (delta),0.02
bmc/heater_05.transcendental.k0.smt2,unsat,0.01
dreal-conv/flyspeck/606.smt2,timeout,1000
dreal-conv/flyspeck/835.smt2,timeout,1000
bmc/tomlin_aircraft_roundabout_maneuver.k2.smt2,timeout,1000
metitarski/doa-chesi-1.smt2,timeout,1000
metitarski/ground-problem-2.smt2,unsat,0.01
dreal-conv/flyspeck/221.smt2,timeout,1000
dreal-conv/flyspeck/845.smt2,timeout,1000
metitarski/sin-recip-3.smt2,unsat,0.16
metitarski/ground-problem-18.smt2,unsat,0.04
bmc/heater_04.transcendental.k0.smt2,unsat,0.01
bmc/arrowsmith_and_place_fig_1_31_page_14.transcendental.k1.smt2,unsat,0.01
dreal-conv/flyspeck/80.smt2,timeout,1000
dreal-conv/flyspeck/148.smt2,timeout,1000
dreal-conv/flyspeck/746.smt2,timeout,1000
bmc/sat_12.transcendental.k4.smt2,unsat,7.78
metitarski/cos-3411-a.smt2,timeout,1000
metitarski/log-upper-20-weak.smt2,unsat,0.02
bmc/mirko_example_01.k10.smt2,unsat,0.08
dreal-conv/flyspeck/165.smt2,timeout,1000
bmc/WBS_blue_faulty_arch4_03_p1.transcendental.k2.smt2,unsat,2.13
dreal-conv/flyspeck/387.smt2,timeout,1000
dreal-conv/powersystems/dreal_file_1_25.smt2,sat (delta),0.07
dreal-conv/flyspeck/380.smt2,timeout,1000
dreal-conv/tests/kinematic_misc_27.smt2,timeout,1000
bmc/strogatz_ex_6_6_1_reversible_system.transcendental.k5.smt2,sat (delta),0.06
dreal-conv/flyspeck/666.smt2,timeout,1000
dreal-conv/flyspeck/311.smt2,timeout,1000
dreal-conv/flyspeck/44.smt2,timeout,1000
bmc/sat_12.transcendental.k10.smt2,unsat,70.67
dreal-conv/flyspeck/394.smt2,timeout,1000
dreal-conv/flyspeck/202.smt2,timeout,1000
bmc/WBS_blue_faulty_arch4_03_p1.transcendental.k3.smt2,unsat,6.04
metitarski/exp-error-analysis-2.smt2,error: Command exited with non-zero status 1 :: 0.01,0.01
dreal-conv/flyspeck/914.smt2,timeout,1000
bmc/heater_04.transcendental.k2.smt2,unsat,0.3
metitarski/trig-squared4.smt2,timeout,1000
bmc/arrowsmith_and_place_fig_3_8_page_82.transcendental.k3.smt2,unsat,8.55
dreal-conv/flyspeck/576.smt2,timeout,1000
metitarski/ground-problem-5.smt2,unsat,0.01
bmc/sat_10.transcendental.k3.smt2,unsat,9.87
dreal-conv/flyspeck/182.smt2,timeout,1000
dreal-conv/flyspeck/39.smt2,timeout,1000
bmc/unstable_unit_circle3.transcendental.k4.smt2,timeout,1000
bmc/metitarski_ex_ln.smt2,error: 0.00,0
bmc/synthetic_example1.transcendental.k1.smt2,sat,0.01
metitarski/asin-1-1var.smt2,unsat,280.88
dreal-conv/flyspeck/733.smt2,timeout,1000
bmc/sat_05.transcendental.k0.smt2,unsat,0.02
metitarski/sin-error-analysis-7.smt2,sat (delta),0.05
dreal-conv/flyspeck/800.smt2,timeout,1000
metitarski/abs-problem-11.smt2,sat (delta),0.02
dreal-conv/tests/09.smt2,unsat,0.05
bmc/keymaera_nonlinear1.transcendental.k10.smt2,sat,0.02
metitarski/ground-problem-13.smt2,unsat,0.01
bmc/wiggins_ex_18_1_2.transcendental.k4.smt2,sat (delta),0.08
dreal-conv/flyspeck/193.smt2,timeout,1000
metitarski/FlightAvoidance9VARS-1.smt2,unsat,0.06
bmc/dai_gan_xhia_zhan_jsc14_ex5.transcendental.k0.smt2,unsat,0.01
metitarski/sin-3426-4b-weak.smt2,unsat,104.54
dreal-conv/flyspeck/278.smt2,timeout,1000
bmc/heater_10.transcendental.k3.smt2,timeout,1000
dreal-conv/flyspeck/647.smt2,timeout,1000
dreal-conv/flyspeck/423.smt2,timeout,1000
dreal-conv/flyspeck/816.smt2,timeout,1000
dreal-conv/flyspeck/69.smt2,timeout,1000
bmc/sat_02.transcendental.k3.smt2,unsat,0.07
bmc/WBS_blue_faulty_arch4_02_p0.transcendental.k5.smt2,unsat,0.82
dreal-conv/flyspeck/103.smt2,timeout,1000
bmc/dai_gan_xhia_zhan_jsc14_ex2.transcendental.k1.smt2,sat,0.02
dreal-conv/flyspeck/783.smt2,timeout,1000
dreal-conv/flyspeck/837.smt2,timeout,1000
metitarski/exp-lower-14.smt2,unsat,0.02
metitarski/exp-upper-15.smt2,unsat,0.02
bmc/heater_12.transcendental.k5.smt2,timeout,1000
metitarski/exp-upper-3.smt2,unsat,0.02
metitarski/Nichols-Plot-Inverted-Pendulum-Meets-3-1.smt2,unsat,0.01
metitarski/Nichols-Plot-Disk-Drive-Meets-2-1.smt2,unsat,0.01
dreal-conv/flyspeck/722.smt2,timeout,1000
dreal-conv/flyspeck/331.smt2,timeout,1000
dreal-conv/flyspeck/232.smt2,timeout,1000
metitarski/trigpoly-3512-5.smt2,unsat,0.21
metitarski/log-lower-13.smt2,unsat,0.03
metitarski/doa-chesi-2.smt2,sat (delta),2.02
bmc/WBS_blue_faulty_arch4_02_p1.transcendental.k5.smt2,unsat,1.04
bmc/dumortier_llibre_artes_ex_10_9.transcendental.k1.smt2,sat,0.01
bmc/unstable_unit_circle3.transcendental.k0.smt2,unsat,0.01
bmc/unstable_unit_circle2.transcendental.k2.smt2,error: yices_smt2: /build/libpoly0-udZsPE/libpoly0-2.0/src/number/value.c:958: lp_value_to_double: Assertion `0' failed. :: Command exited with non-zero status 21 :: 0.47,0.47
dreal-conv/flyspeck/807.smt2,timeout,1000
metitarski/trigpoly-351-3b-weak.smt2,sat (delta),344.86
dreal-conv/tests/atan2_01.smt2,timeout,1000
dreal-conv/flyspeck/318.smt2,timeout,1000
dreal-conv/flyspeck/285.smt2,timeout,1000
bmc/WBS_blue_faulty_arch4_01_p0.transcendental.k5.smt2,unsat,0.17
bmc/WBS_blue_faulty_arch4_01_p1.transcendental.k3.smt2,unsat,0.05
dreal-conv/flyspeck/301.smt2,timeout,1000
dreal-conv/flyspeck/72.smt2,timeout,1000
metitarski/Tunnel-3-IL.smt2,unsat,0.01
bmc/sat_14.transcendental.k3.smt2,unsat,27.18
bmc/djaballah_chaputot_kieffer_boussou_2015_ex1.transcendental.k3.smt2,sat,0.02
dreal-conv/flyspeck/552.smt2,timeout,1000
dreal-conv/flyspeck/761.smt2,timeout,1000
bmc/sat_07.transcendental.k3.smt2,unsat,1.34
bmc/WBS_blue_faulty_arch4_01_p0.transcendental.k2.smt2,unsat,691.92
bmc/man_maccallum_goriely_page_57.transcendental.k1.smt2,sat,0.01
bmc/dai_gan_xhia_zhan_jsc14_ex1.transcendental.k3.smt2,sat,0.01
metitarski/log-error-analysis-1.smt2,sat (delta),0.03
bmc/arrowsmith_and_place_fig_1_35_page_17.transcendental.k4.smt2,sat (delta),0.04
metitarski/Nichols-Plot-Inverted-Pendulum-Fails-3-1-sqrt.smt2,unsat,0.01
dreal-conv/flyspeck/259.smt2,sat (delta),0.34
bmc/heater_09.transcendental.k1.smt2,unsat,0.04
metitarski/exp-ln-2-sqrt.smt2,unsat,0.01
dreal-conv/flyspeck/195.smt2,timeout,1000
dreal-conv/flyspeck/396.smt2,timeout,1000
bmc/WBS_blue_faulty_arch2_03_p0.transcendental.k5.smt2,unsat,6.57
bmc/darboux_christoffel_int_goriely_page_58.transcendental.k5.smt2,error: yices_smt2: /build/libpoly0-udZsPE/libpoly0-2.0/src/polynomial/coefficient.c:3054: coefficient_resolve_algebraic: Assertion `coefficient_is_univariate(A_alg)' failed. :: Command exited with non-zero status 21 :: 0.02,0.02
metitarski/Nichols-Plot-Inverted-Pendulum-Fails-3-2.smt2,unsat,0.01
bmc/synthetic_example1.transcendental.k3.smt2,sat (delta),0.01
metitarski/log-lower-23.smt2,unsat,0.03
bmc/heater_03.transcendental.k5.smt2,timeout,1000
dreal-conv/flyspeck/292.smt2,timeout,1000
dreal-conv/flyspeck/481.smt2,timeout,1000
metitarski/sin-cos-problem-diff3b.smt2,timeout,1000
bmc/nav_16.transcendental.k3.smt2,unsat,0.02
dreal-conv/flyspeck/419.smt2,timeout,1000
bmc/shimizu_morioka_system.transcendental.k5.smt2,sat (delta),0.73
bmc/WBS_blue_faulty_arch2_03_p0.transcendental.k1.smt2,unsat,2.59
bmc/ben_sassi_girard_sankaranarayanan_2014_fitzhugh-nagumo.transcendental.k2.smt2,error: yices_smt2: /build/libpoly0-udZsPE/libpoly0-2.0/src/polynomial/coefficient.c:3054: coefficient_resolve_algebraic: Assertion `coefficient_is_univariate(A_alg)' failed. :: Command exited with non-zero status 21 :: 0.09,0.09
metitarski/exp-upper-9.smt2,unsat,0.03
metitarski/trigpoly-356-4b-sin2x.smt2,unsat,834.06
bmc/sat_12.transcendental.k1.smt2,unsat,1.34
dreal-conv/flyspeck/346.smt2,timeout,1000
metitarski/atan-error-analysis-4-weak.smt2,sat (delta),0.06
dreal-conv/flyspeck/794.smt2,timeout,1000
dreal-conv/flyspeck/186.smt2,timeout,1000
metitarski/tan-problem-7-weak.smt2,unsat,0.05
dreal-conv/flyspeck/128.smt2,timeout,1000
metitarski/exp-problem-8-weak.smt2,unsat,0.02
metitarski/log-fun-ineq-fneg1.smt2,unsat,0.03
metitarski/atan-vega-2-weak.smt2,timeout,1000
bmc/sat_09.transcendental.k10.smt2,unsat,367.86
dreal-conv/flyspeck/395.smt2,timeout,1000
bmc/arrowsmith_and_place_fig_1_30_page_14.transcendental.k10.smt2,sat,0.03
metitarski/Nichols-Plot-Inverted-Pendulum-Meets-1-1.smt2,timeout,1000
dreal-conv/powersystems/dreal_file.smt2,error: Command exited with non-zero status 1 :: 1.09,1.09
metitarski/cos-error-analysis-5.smt2,sat (delta),0.02
bmc/nav_17.transcendental.k4.smt2,unsat,0.03
dreal-conv/flyspeck/442.smt2,timeout,1000
dreal-conv/flyspeck/89.smt2,timeout,1000
dreal-conv/flyspeck/140.smt2,timeout,1000
metitarski/trig-squared2.smt2,timeout,1000
dreal-conv/flyspeck/293.smt2,timeout,1000
metitarski/Nichols-Plot-Inverted-Pendulum-Meets-3-2.smt2,unsat,0.01
metitarski/Arthan1B.smt2,unsat,0.03
dreal-conv/flyspeck/739.smt2,timeout,1000
dreal-conv/flyspeck/621.smt2,timeout,1000
bmc/arrowsmith_and_place_fig_1_31_page_14.transcendental.k3.smt2,unsat,0.04
metitarski/Nichols-Plot-Disk-Drive-Meets-1-2.smt2,timeout,1000
dreal-conv/flyspeck/326.smt2,timeout,1000
bmc/sat_11.transcendental.k0.smt2,unsat,0.03
dreal-conv/powersystems/dreal_file_1_20.smt2,error: Command exited with non-zero status 1 :: 0.51,0.51
bmc/nav_03.transcendental.k3.smt2,unsat,0.02
bmc/heater_12.transcendental.k3.smt2,unsat,108.2
dreal-conv/flyspeck/300.smt2,timeout,1000
dreal-conv/flyspeck/151.smt2,timeout,1000
bmc/keymaera_nonlinear1.transcendental.k4.smt2,sat (delta),0.03
bmc/nav_14.transcendental.k3.smt2,unsat,0.02
bmc/WBS_blue_faulty_arch4_02_p1.transcendental.k1.smt2,error: Command exited with non-zero status 1 :: 0.06,0.06
bmc/van_der_pol_fourth_quadrant.transcendental.k0.smt2,unsat,0.01
bmc/stable_limit_cycle1.transcendental.k4.smt2,timeout,1000
dreal-conv/flyspeck/152.smt2,timeout,1000
dreal-conv/flyspeck/531.smt2,timeout,1000
bmc/bhatia_szego_ex_2_4_page_68.transcendental.k5.smt2,timeout,1000
bmc/tomlin_aircraft_roundabout_maneuver.k4.smt2,unsat,0.02
dreal-conv/flyspeck/219.smt2,timeout,1000
bmc/strogatz_ex_6_6_1_reversible_system.transcendental.k10.smt2,error: yices_smt2: /build/libpoly0-udZsPE/libpoly0-2.0/src/polynomial/coefficient.c:3054: coefficient_resolve_algebraic: Assertion `coefficient_is_univariate(A_alg)' failed. :: Command exited with non-zero status 21 :: 0.13,0.13
metitarski/asin-2.smt2,unsat,0.03
dreal-conv/tests/08.smt2,sat (delta),0.61
dreal-conv/flyspeck/880.smt2,timeout,1000
dreal-conv/flyspeck/427.smt2,timeout,1000
bmc/sat_14.transcendental.k10.smt2,error: 0.00,0
dreal-conv/flyspeck/449.smt2,timeout,1000
dreal-conv/flyspeck/674.smt2,timeout,1000
metitarski/cos-error-analysis-7.smt2,sat (delta),0.01
bmc/sat_07.transcendental.k10.smt2,unsat,38.73
bmc/nav_15.transcendental.k10.smt2,unsat,0.28
dreal-conv/flyspeck/485.smt2,timeout,1000
metitarski/exp-error-analysis-7.smt2,sat (delta),0.04
metitarski/asin-5-weak.smt2,unsat,2.97
dreal-conv/tests/aircraft.smt2,unsat,0.06
bmc/arrowsmith_and_place_fig_3_9_page_83.transcendental.k5.smt2,sat (delta),0.19
dreal-conv/flyspeck/297.smt2,timeout,1000
bmc/forsman_phd_ex_6_1_page_99.transcendental.k5.smt2,timeout,1000
metitarski/trigpoly-356-5b.smt2,timeout,1000
bmc/dumortier_llibre_artes_ex_1_11a.transcendental.k3.smt2,timeout,1000
